"Universe_0_0","Universe_0_1","Cluster Membership"
0.6793100532451719,0.700504034488733,"Cluster_12"
0.7344206419369448,0.6259299130752409,"Cluster_12"
0.5120412988573058,0.7012625126312376,"Cluster_12"
0.4571908775887151,0.7182125398400628,"Cluster_12"
0.3958144137779147,0.9670145838593406,"Cluster_12"
0.5923330253103243,0.5604357233452778,"Cluster_12"
0.4473071989447103,0.6601548750580205,"Cluster_12"
0.4878544043125686,0.7777294344512831,"Cluster_12"
0.6293899933419151,0.8349859537418883,"Cluster_12"
0.5202832845648029,0.8186050387230225,"Cluster_12"
0.407142521749674,0.8100205621666011,"Cluster_12"
0.4816863587494165,0.6522214607994529,"Cluster_12"
0.6717066443059303,0.7052243189768064,"Cluster_12"
0.5014643567163047,0.7146804606793966,"Cluster_12"
0.48509877617217767,0.713993957642555,"Cluster_12"
0.6594992851666692,0.878907519474843,"Cluster_12"
0.6154923493737523,0.7110278340568832,"Cluster_12"
0.7084407702106295,0.6855140201249603,"Cluster_12"
0.3778599134470364,0.8435275772731747,"Cluster_12"
0.53078454722411,0.584118282973854,"Cluster_12"
0.6564797865293526,0.6082087332859057,"Cluster_12"
0.5567803310756014,0.9295778115973267,"Cluster_12"
0.4509594684542861,0.6325518156589732,"Cluster_12"
0.48013404090526873,0.6384440987075325,"Cluster_12"
0.5893476879452672,0.8254899740321039,"Cluster_12"
