"Universe_0_0","Universe_0_1","Cluster Membership"
0.5815071652300675,0.6077774394202966,"Cluster_14"
0.8541091760578299,0.8366355579797446,"Cluster_14"
0.9083642454405078,0.6392145722604894,"Cluster_14"
0.6126743888691009,0.8047535979884467,"Cluster_14"
0.9074745498592153,0.6489624263908517,"Cluster_14"
0.8136373703697964,0.8356069524469665,"Cluster_14"
0.8107491497436564,0.7769342260866405,"Cluster_14"
0.756345473071451,0.7898201864201918,"Cluster_14"
0.8077186495135161,0.6820580866307948,"Cluster_14"
0.966321625869259,0.6944666100929002,"Cluster_14"
0.7287974550856232,0.6442169709215587,"Cluster_14"
0.9290025234538474,0.8300166981098357,"Cluster_14"
0.8862463763004792,0.7746784832410261,"Cluster_14"
0.7231132662272353,0.7494047916899261,"Cluster_14"
0.7975879852570346,0.6944290488099767,"Cluster_14"
0.8811943262014856,0.8147348140337469,"Cluster_14"
0.7337183395647904,0.945529164727551,"Cluster_14"
0.7735129662239401,0.6530239797952171,"Cluster_14"
0.8233232440361133,0.9790271271275693,"Cluster_14"
0.8418982830807902,0.8082907097502481,"Cluster_14"
0.7272940293005278,0.7337319877448175,"Cluster_14"
0.8790618979604116,0.8169289397901056,"Cluster_14"
0.8731400491403369,0.6974792218010296,"Cluster_14"
0.8278147688455232,0.6689065775843308,"Cluster_14"
0.6486168580655727,0.6832880257390722,"Cluster_14"
