"Universe_0_0","Universe_0_1","Cluster Membership"
0.5385694773242022,0.7002965082693562,"Cluster_17"
0.5178123802431773,0.7531612553057095,"Cluster_17"
0.42165661048712655,0.8330573078733882,"Cluster_17"
0.48808986595724985,0.6310845157999092,"Cluster_17"
0.3739988555930851,0.7189752611994591,"Cluster_17"
0.4949936115220507,0.7268724152276286,"Cluster_17"
0.32681664717056025,0.8887974528946933,"Cluster_17"
0.4218184630615534,0.7526128276059196,"Cluster_17"
0.32994478706826885,0.7920468802568256,"Cluster_17"
0.49294804605298886,0.6430668899073142,"Cluster_17"
0.5090690669890077,0.7645924256000517,"Cluster_17"
0.46079305728540776,0.830223158986166,"Cluster_17"
0.4446965609615257,0.7817987005407449,"Cluster_17"
0.4367259594928762,0.8076528286902931,"Cluster_17"
0.5966831060457817,0.8983321958447871,"Cluster_17"
0.5945603599971762,0.8043934367119593,"Cluster_17"
0.4322367305050062,0.8527465678389754,"Cluster_17"
0.565218304549215,0.8403490849111912,"Cluster_17"
0.5406685862420518,0.790295543519431,"Cluster_17"
0.5194700806800757,0.7110369721411832,"Cluster_17"
0.5131037376743828,0.6708562422507828,"Cluster_17"
0.4983121555589393,0.8125285793649705,"Cluster_17"
0.5318168630754125,0.9043926982303424,"Cluster_17"
0.3415904602837361,0.927485056022308,"Cluster_17"
0.29294639064048855,0.8249975232118172,"Cluster_17"
