"Universe_0_0","Universe_0_1","Cluster Membership"
0.35064271273342584,0.45537353010326426,"Cluster_11"
0.48269163744031984,0.28942789247575107,"Cluster_11"
0.5477051083699584,0.39611553535183996,"Cluster_11"
0.44789504028548954,0.5609293474817955,"Cluster_11"
0.596218190059827,0.3969218965666724,"Cluster_11"
0.4841266465637497,0.37014104160347167,"Cluster_11"
0.4831786231635819,0.660820429185387,"Cluster_11"
0.396548094541748,0.5349117721354458,"Cluster_11"
0.2830680352898378,0.6778417421045603,"Cluster_11"
0.45879041017824146,0.589266892286668,"Cluster_11"
0.4420926694609036,0.4304394974226011,"Cluster_11"
0.49947844074237574,0.5025005044050657,"Cluster_11"
0.43756206433742323,0.3972463991338716,"Cluster_11"
0.551860865131451,0.6758526265686208,"Cluster_11"
0.461156717844692,0.4522285178227662,"Cluster_11"
0.6021508160987111,0.6527905222800272,"Cluster_11"
0.47083248989444787,0.44616838270119485,"Cluster_11"
0.5265323192971623,0.49784720619178957,"Cluster_11"
0.4386120995508577,0.5761560615912785,"Cluster_11"
0.4953188243508072,0.44775970396741127,"Cluster_11"
0.2582132592066637,0.632361972259047,"Cluster_11"
0.49841670849975783,0.580094068681605,"Cluster_11"
0.4105737255171089,0.44977752087631456,"Cluster_11"
0.675029516725631,0.47751936505825887,"Cluster_11"
0.5823187630246756,0.5843092684729397,"Cluster_11"
