"Universe_0_0","Universe_0_1","Cluster Membership"
0.5249547451463145,0.7838268555720468,"Cluster_18"
0.4391655107333299,0.7042034732682252,"Cluster_18"
0.41595174207450036,0.7970992171157991,"Cluster_18"
0.2573610723209805,0.6529799213090839,"Cluster_18"
0.5188279692696962,0.766440098359045,"Cluster_18"
0.6344446830595055,0.6351346194280982,"Cluster_18"
0.5074482884809862,0.9692135984887874,"Cluster_18"
0.5607947242914333,0.5813813137818811,"Cluster_18"
0.4825611795040711,0.8034833332249508,"Cluster_18"
0.6093453549148709,0.7502238943315116,"Cluster_18"
0.4835335917410711,0.8804345315640336,"Cluster_18"
0.5025961138469346,0.7767328261524411,"Cluster_18"
0.45915412017624435,0.714500658225654,"Cluster_18"
0.6075683070993163,0.5709064974627909,"Cluster_18"
0.5884784616450827,0.879024244851131,"Cluster_18"
0.5167080649721583,0.8618222076450714,"Cluster_18"
0.5984605159481216,0.7572062612527539,"Cluster_18"
0.6690047939044844,0.6354890480144672,"Cluster_18"
0.38066431885261576,0.9200045397382473,"Cluster_18"
0.49823099911043334,0.9075652222275643,"Cluster_18"
0.570335812279259,0.6170061684268251,"Cluster_18"
0.6427708839132955,0.7550429195947177,"Cluster_18"
0.4295948702534818,0.675483945509767,"Cluster_18"
0.42935552978927777,0.7018993136227755,"Cluster_18"
0.49977781702686497,0.8242045347987953,"Cluster_18"
