"Universe_0_0","Universe_0_1","Cluster Membership"
0.5352732673391349,0.942530021994254,"Cluster_19"
0.5593482382710027,0.9213398515088327,"Cluster_19"
0.6665677839325677,0.8334504250712779,"Cluster_19"
0.4679003051679886,0.9333822214682558,"Cluster_19"
0.5427391030627042,0.6836692823261121,"Cluster_19"
0.6828466693687107,0.9887957920399244,"Cluster_19"
0.7106313367789536,0.7076187478616415,"Cluster_19"
0.564758079433774,0.8305638483723211,"Cluster_19"
0.5384312780809295,0.801123347052166,"Cluster_19"
0.5017491439091752,0.7274203644603385,"Cluster_19"
0.5543467548642319,0.7482580214522349,"Cluster_19"
0.6105779605441833,0.74566366634309,"Cluster_19"
0.5485462624679639,0.9181593820151489,"Cluster_19"
0.5159583222673808,0.8843997338239026,"Cluster_19"
0.6253716391811854,0.78288550199557,"Cluster_19"
0.7247310622015,0.8869587472104188,"Cluster_19"
0.4611168255824345,0.8662477991725449,"Cluster_19"
0.6786422013426283,0.9536804979700535,"Cluster_19"
0.5629689730974025,0.6677953132700445,"Cluster_19"
0.5312039445044878,0.8479157911175182,"Cluster_19"
0.6470602433027873,0.8027373833193854,"Cluster_19"
0.4862456576238216,0.7777976804717357,"Cluster_19"
0.5112885666850655,0.9526678620040081,"Cluster_19"
0.5129833005436616,0.9754070468995578,"Cluster_19"
0.6198523551975519,0.8650236634636983,"Cluster_19"
